date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,has_shootout,shootout_winner,goalscorers_rows,penalty_goals_count,own_goals_count,fixture_id,league_id,season,source,home_team_norm,away_team_norm,home_rank_position,home_rank_points,away_rank_position,away_rank_points,rank_points_diff
2024-03-22,Spain,Colombia,0.0,1.0,Friendlies,,,,False,,0,0,0,1168769,10,2024,api_football,Spain,Colombia,1.0,1877.18,13.0,1701.3,175.8800000000001
2024-03-22,Algeria,Bolivia,3.0,2.0,Friendlies,,,,False,,0,0,0,1170216,10,2024,api_football,Algeria,Bolivia,28.0,1560.91,77.0,1327.67,233.24
2024-03-22,Morocco U18,Denmark U18,0.0,2.0,Friendlies,,,,False,,0,0,0,1189563,10,2024,api_football,Morocco U18,Denmark U18,,,,,
2024-03-22,Comoros,Uganda,4.0,0.0,Friendlies,,,,False,,0,0,0,1182789,10,2024,api_football,Comoros,Uganda,106.0,1193.49,88.0,1264.08,-70.58999999999992
2024-03-22,Morocco,Angola,1.0,0.0,Friendlies,,,,False,,0,0,0,1175042,10,2024,api_football,Morocco,Angola,8.0,1736.56,89.0,1263.09,473.47
2024-03-22,Mali,Mauritania,2.0,0.0,Friendlies,,,,False,,0,0,0,1176915,10,2024,api_football,Mali,Mauritania,54.0,1458.48,115.0,1171.35,287.1300000000001
2024-03-22,Burkina Faso,Libya,1.0,2.0,Friendlies,,,,False,,0,0,0,1182553,10,2024,api_football,Burkina Faso,Libya,62.0,1412.79,112.0,1183.06,229.73000000000002
2024-03-22,Niger,Togo,1.0,2.0,Friendlies,,,,False,,0,0,0,1183407,10,2024,api_football,Niger,Togo,111.0,1185.09,124.0,1140.35,44.74000000000001
2024-03-22,Sudan,Guinea-Bissau,1.0,0.0,Friendlies,,,,False,,0,0,0,1189565,10,2024,api_football,Sudan,Guinea-Bissau,117.0,1157.22,133.0,1108.09,49.13000000000011
2024-03-23,Argentina,El Salvador,3.0,0.0,Friendlies,,,,False,,0,0,0,1176913,10,2024,api_football,Argentina,El Salvador,2.0,1873.33,99.0,1226.65,646.6799999999998
2024-03-23,Peru,Nicaragua,2.0,0.0,Friendlies,,,,False,,0,0,0,1162613,10,2024,api_football,Peru,Nicaragua,53.0,1461.46,131.0,1116.86,344.60000000000014
2024-03-23,Mexico U23,Argentina U23,2.0,4.0,Friendlies,,,,False,,0,0,0,1189566,10,2024,api_football,Mexico U23,Argentina U23,,,,,
2024-03-23,Zambia,Zimbabwe,2.0,2.0,Friendlies,,,,False,,0,0,0,1184785,10,2024,api_football,Zambia,Zimbabwe,91.0,1256.69,132.0,1113.62,143.07000000000016
2024-03-23,Malawi,Kenya,0.0,4.0,Friendlies,,,,False,,0,0,0,1185100,10,2024,api_football,Malawi,Kenya,126.0,1133.75,113.0,1179.54,-45.789999999999964
2024-03-23,Tajikistan U23,Vietnam U23,0.0,0.0,Friendlies,,,,False,,0,0,0,1189567,10,2024,api_football,Tajikistan U23,Vietnam U23,,,,,
2024-03-23,Ivory Coast,Benin,2.0,2.0,Friendlies,,,,False,,0,0,0,1182074,10,2024,api_football,Cte d'Ivoire,Benin,37.0,1522.49,92.0,1250.06,272.43000000000006
2024-03-23,Slovakia,Austria,0.0,2.0,Friendlies,,,,False,,0,0,0,1155269,10,2024,api_football,Slovakia,Austria,44.0,1485.65,24.0,1585.51,-99.8599999999999
2024-03-23,Rep. Of Ireland,Belgium,0.0,0.0,Friendlies,,,,False,,0,0,0,1155268,10,2024,api_football,Rep. Of Ireland,Belgium,,,9.0,1730.71,
2024-03-23,Qatar U23,Uzbekistan U23,1.0,1.0,Friendlies,,,,False,,0,0,0,1189568,10,2024,api_football,Qatar U23,Uzbekistan U23,,,,,
2024-03-23,Saudi Arabia U23,China PR U23,1.0,0.0,Friendlies,,,,False,,0,0,0,1189569,10,2024,api_football,Saudi Arabia U23,China PR U23,,,,,
2024-03-23,Uruguay,Basque Country,1.0,1.0,Friendlies,,,,False,,0,0,0,1189570,10,2024,api_football,Uruguay,Basque Country,17.0,1672.62,,,
2024-03-23,England,Brazil,0.0,1.0,Friendlies,,,,False,,0,0,0,1155270,10,2024,api_football,England,Brazil,4.0,1834.12,5.0,1760.46,73.65999999999985
2024-03-23,Denmark,Switzerland,0.0,0.0,Friendlies,,,,False,,0,0,0,1155271,10,2024,api_football,Denmark,Switzerland,21.0,1616.75,18.0,1654.69,-37.940000000000055
2024-03-23,France,Germany,0.0,2.0,Friendlies,,,,False,,0,0,0,1155272,10,2024,api_football,France,Germany,3.0,1870.0,10.0,1724.15,145.8499999999999
2024-03-23,Tunisia,Croatia,0.0,0.0,Friendlies,,,,False,,0,0,0,1174679,10,2024,api_football,Tunisia,Croatia,47.0,1479.04,11.0,1716.88,-237.84000000000015
2024-03-23,French Guyana,Haiti,1.0,1.0,Friendlies,,,,False,,0,0,0,1189572,10,2024,api_football,French Guyana,Haiti,,,83.0,1294.49,
2024-03-23,Algeria U20,Tunisia U20,2.0,3.0,Friendlies,,,,False,,0,0,0,1189573,10,2024,api_football,Algeria U20,Tunisia U20,,,,,
2024-03-23,Mauritania U20,Egypt U20,1.0,2.0,Friendlies,,,,False,,0,0,0,1189574,10,2024,api_football,Mauritania U20,Egypt U20,,,,,
2024-03-23,Dominican Republic,Aruba,2.0,0.0,Friendlies,,,,False,,0,0,0,1174093,10,2024,api_football,Dominican Republic,Aruba,142.0,1077.49,191.0,867.94,209.54999999999995
2024-03-23,Paraguay U23,Dominican Republic U23,2.0,0.0,Friendlies,,,,False,,0,0,0,1189575,10,2024,api_football,Paraguay U23,Dominican Republic U23,,,,,
2024-03-24,Italy U18,Austria U18,2.0,0.0,Friendlies,,,,False,,0,0,0,1189577,10,2024,api_football,Italy U18,Austria U18,,,,,
2024-03-24,Croatia U18,Finland U18,2.0,2.0,Friendlies,,,,False,,0,0,0,1189578,10,2024,api_football,Croatia U18,Finland U18,,,,,
2024-03-24,Ethiopia,Lesotho,2.0,1.0,Friendlies,,,,False,,0,0,0,1184788,10,2024,api_football,Ethiopia,Lesotho,147.0,1055.36,143.0,1065.97,-10.610000000000127
2024-03-24,Alanyaspor,Curaçao,2.0,2.0,Friendlies,,,,False,,0,0,0,1189579,10,2024,api_football,Alanyaspor,Curaao,,,81.0,1302.7,
2024-03-24,Malawi U20,Kenya U20,3.0,1.0,Friendlies,,,,False,,0,0,0,1189581,10,2024,api_football,Malawi U20,Kenya U20,,,,,
2024-03-24,Cyprus U18,Poland U18,0.0,0.0,Friendlies,,,,False,,0,0,0,1189580,10,2024,api_football,Cyprus U18,Poland U18,,,,,
2024-03-24,Norway U18,Romania U18,2.0,2.0,Friendlies,,,,False,,0,0,0,1189583,10,2024,api_football,Norway U18,Romania U18,,,,,
2024-03-24,Georgia U18,Denmark U18,1.0,1.0,Friendlies,,,,False,,0,0,0,1189582,10,2024,api_football,Georgia U18,Denmark U18,,,,,
2024-03-24,Suriname,Martinique,1.0,1.0,Friendlies,,,,False,,0,0,0,1175758,10,2024,api_football,Suriname,Martinique,123.0,1140.54,,,
2024-03-24,San Marino,St. Kitts and Nevis,0.0,0.0,Friendlies,,,,False,,0,0,0,1155287,10,2024,api_football,San Marino,St. Kitts and Nevis,210.0,726.03,,,
2024-03-24,Ecuador,Italy,0.0,2.0,Friendlies,,,,False,,0,0,0,1171089,10,2024,api_football,Ecuador,Italy,23.0,1591.73,12.0,1702.06,-110.32999999999993
2024-03-24,Portugal U18,Morocco U18,2.0,1.0,Friendlies,,,,False,,0,0,0,1189585,10,2024,api_football,Portugal U18,Morocco U18,,,,,
2024-03-24,Guatemala,Venezuela,0.0,0.0,Friendlies,,,,False,,0,0,0,1171090,10,2024,api_football,Guatemala,Venezuela,94.0,1245.77,50.0,1465.22,-219.45000000000005
2024-03-25,Belize,Puerto Rico,3.0,0.0,Friendlies,,,,False,,0,0,0,1160563,10,2024,api_football,Belize,Puerto Rico,181.0,910.74,156.0,1020.07,-109.33000000000004
2024-03-25,Central African Republic,Papua New Guinea,4.0,0.0,Friendlies,,,,False,,0,0,0,1172565,10,2024,api_football,Central African Republic,Papua New Guinea,138.0,1083.57,170.0,974.9,108.66999999999996
2024-03-25,Germany U18,Czech Republic U18,1.0,4.0,Friendlies,,,,False,,0,0,0,1189587,10,2024,api_football,Germany U18,Czech Republic U18,,,,,
2024-03-25,Burundi,Botswana,0.0,0.0,Friendlies,,,,False,,0,0,0,1182790,10,2024,api_football,Burundi,Botswana,145.0,1060.22,144.0,1062.42,-2.2000000000000455
2024-03-25,Belgium U18,Wales U18,0.0,1.0,Friendlies,,,,False,,0,0,0,1189588,10,2024,api_football,Belgium U18,Wales U18,,,,,
2024-03-25,Germany U16,Italy U16,5.0,0.0,Friendlies,,,,False,,0,0,0,1189589,10,2024,api_football,Germany U16,Italy U16,,,,,
2024-03-25,Netherlands U18,England U18,1.0,2.0,Friendlies,,,,False,,0,0,0,1189590,10,2024,api_football,Netherlands U18,England U18,,,,,
2024-03-25,Tanzania,Mongolia,3.0,0.0,Friendlies,,,,False,,0,0,0,1175043,10,2024,api_football,Tanzania,Mongolia,110.0,1186.13,185.0,879.75,306.3800000000001
2024-03-25,Rwanda,Madagascar,2.0,0.0,Friendlies,,,,False,,0,0,0,1189591,10,2024,api_football,Rwanda,Madagascar,130.0,1117.78,104.0,1198.87,-81.08999999999992
2024-03-25,Tunisia U17,Morocco U17,1.0,2.0,Friendlies,,,,False,,0,0,0,1189592,10,2024,api_football,Tunisia U17,Morocco U17,,,,,
2024-03-25,Indonesia U20,China PR U20,1.0,1.0,Friendlies,,,,False,,0,0,0,1189593,10,2024,api_football,Indonesia U20,China PR U20,,,,,
2024-03-25,France U20,Germany U20,4.0,4.0,Friendlies,,,,False,,0,0,0,1189594,10,2024,api_football,France U20,Germany U20,,,,,
2024-03-25,Malaysia U23,India U23,1.0,1.0,Friendlies,,,,False,,0,0,0,1189595,10,2024,api_football,Malaysia U23,India U23,,,,,
2024-03-25,Sri Lanka,Bhutan,2.0,0.0,Friendlies,,,,False,,0,0,0,1172566,10,2024,api_football,Sri Lanka,Bhutan,194.0,857.4,192.0,867.86,-10.460000000000036
2024-03-25,Azerbaijan,Bulgaria,1.0,1.0,Friendlies,,,,False,,0,0,0,1165955,10,2024,api_football,Azerbaijan,Bulgaria,127.0,1132.97,87.0,1272.19,-139.22000000000003
2024-03-25,Cyprus,Serbia,0.0,1.0,Friendlies,,,,False,,0,0,0,1155273,10,2024,api_football,Cyprus,Serbia,128.0,1128.5,39.0,1506.34,-377.8399999999999
2024-03-25,Montenegro,FYR Macedonia,1.0,0.0,Friendlies,,,,False,,0,0,0,1169681,10,2024,api_football,Montenegro,FYR Macedonia,82.0,1297.09,,,
2024-03-25,Sweden,Albania,1.0,0.0,Friendlies,,,,False,,0,0,0,1168770,10,2024,api_football,Sweden,Albania,42.0,1487.13,63.0,1401.07,86.06000000000017
2024-03-25,Malta U21,Slovakia U21,1.0,4.0,Friendlies,,,,False,,0,0,0,1189597,10,2024,api_football,Malta U21,Slovakia U21,,,,,
2024-03-25,Guinea,Bermuda,5.0,1.0,Friendlies,,,,False,,0,0,0,1175761,10,2024,api_football,Guinea,Bermuda,80.0,1307.05,169.0,976.87,330.17999999999995
2024-03-25,Cape Verde,Equatorial Guinea,1.0,0.0,Friendlies,,,,False,,0,0,0,1178429,10,2024,api_football,Cabo Verde,Equatorial Guinea,67.0,1370.49,107.0,1190.01,180.48000000000002
2024-03-25,Gabon,Congo,1.0,1.0,Friendlies,,,,False,,0,0,0,1184789,10,2024,api_football,Gabon,Congo,86.0,1276.28,134.0,1105.96,170.31999999999994
2024-03-25,France U23,United States U23,2.0,2.0,Friendlies,,,,False,,0,0,0,1189598,10,2024,api_football,France U23,United States U23,,,,,
2024-03-25,Comoros,Angola,0.0,0.0,Friendlies,,,,False,,0,0,0,1182791,10,2024,api_football,Comoros,Angola,106.0,1193.49,89.0,1263.09,-69.59999999999991
2024-03-25,Bolivia,Andorra,1.0,0.0,Friendlies,,,,False,,0,0,0,1170217,10,2024,api_football,Bolivia,Andorra,77.0,1327.67,172.0,949.44,378.23
2024-03-25,Tunisia U20,Egypt U20,1.0,1.0,Friendlies,,,,False,,0,0,0,1189599,10,2024,api_football,Tunisia U20,Egypt U20,,,,,
2024-03-25,Guinea-Bissau,Sudan,2.0,1.0,Friendlies,,,,False,,0,0,0,1189600,10,2024,api_football,Guinea-Bissau,Sudan,133.0,1108.09,117.0,1157.22,-49.13000000000011
2024-03-26,Zambia,Malawi,2.0,1.0,Friendlies,,,,False,,0,0,0,1189991,10,2024,api_football,Zambia,Malawi,91.0,1256.69,126.0,1133.75,122.94000000000005
2024-03-26,Kenya,Zimbabwe,3.0,1.0,Friendlies,,,,False,,0,0,0,1189992,10,2024,api_football,Kenya,Zimbabwe,113.0,1179.54,132.0,1113.62,65.92000000000007
2024-03-26,Mexico U23,Argentina U23,3.0,0.0,Friendlies,,,,False,,0,0,0,1189601,10,2024,api_football,Mexico U23,Argentina U23,,,,,
2024-03-26,Croatia U18,Switzerland U18,1.0,2.0,Friendlies,,,,False,,0,0,0,1189603,10,2024,api_football,Croatia U18,Switzerland U18,,,,,
2024-03-26,Portugal U20,Denmark U20,1.0,4.0,Friendlies,,,,False,,0,0,0,1189610,10,2024,api_football,Portugal U20,Denmark U20,,,,,
2024-03-26,Moldova U19,Estonia U19,2.0,1.0,Friendlies,,,,False,,0,0,0,1189607,10,2024,api_football,Moldova U19,Estonia U19,,,,,
2024-03-26,Cayman Islands,Moldova,0.0,4.0,Friendlies,,,,False,,0,0,0,1187442,10,2024,api_football,Cayman Islands,Moldova,195.0,851.74,158.0,1012.64,-160.89999999999998
2024-03-26,Portugal U18,Denmark U18,0.0,1.0,Friendlies,,,,False,,0,0,0,1189609,10,2024,api_football,Portugal U18,Denmark U18,,,,,
2024-03-26,Uganda,Ghana,2.0,2.0,Friendlies,,,,False,,0,0,0,1183406,10,2024,api_football,Uganda,Ghana,88.0,1264.08,72.0,1351.09,-87.00999999999999
2024-03-26,Latvia,Liechtenstein,1.0,1.0,Friendlies,,,,False,,0,0,0,1172561,10,2024,api_football,Latvia,Liechtenstein,139.0,1082.68,205.0,799.8,282.8800000000001
2024-03-26,Finland,Estonia,2.0,1.0,Friendlies,,,,False,,0,0,0,1187511,10,2024,api_football,Finland,Estonia,75.0,1341.81,129.0,1123.11,218.70000000000005
2024-03-26,Hungary,Kosovo,2.0,0.0,Friendlies,,,,False,,0,0,0,1171751,10,2024,api_football,Hungary,Kosovo,41.0,1496.29,79.0,1308.84,187.45000000000005
2024-03-26,Norway,Slovakia,1.0,1.0,Friendlies,,,,False,,0,0,0,1156212,10,2024,api_football,Norway,Slovakia,32.0,1553.14,44.0,1485.65,67.49000000000001
2024-03-26,Malta,Belarus,0.0,0.0,Friendlies,,,,False,,0,0,0,1165958,10,2024,api_football,Malta,Belarus,161.0,996.59,98.0,1227.09,-230.4999999999999
2024-03-26,Morocco U23,Wales U21,2.0,0.0,Friendlies,,,,False,,0,0,0,1189615,10,2024,api_football,Morocco U23,Wales U21,,,,,
2024-03-26,Qatar U23,Uzbekistan U23,1.0,2.0,Friendlies,,,,False,,0,0,0,1189611,10,2024,api_football,Qatar U23,Uzbekistan U23,,,,,
2024-03-26,Saudi Arabia U23,China PR U23,2.0,0.0,Friendlies,,,,False,,0,0,0,1189616,10,2024,api_football,Saudi Arabia U23,China PR U23,,,,,
2024-03-26,Czech Republic,Armenia,2.0,1.0,Friendlies,,,,False,,0,0,0,1156211,10,2024,api_football,Czech Republic,Armenia,,,105.0,1196.08,
2024-03-26,Guyana,Cambodia,4.0,1.0,Friendlies,,,,False,,0,0,0,1178426,10,2024,api_football,Guyana,Cambodia,151.0,1041.9,179.0,911.54,130.36000000000013
2024-03-26,Vanuatu,Brunei,2.0,3.0,Friendlies,,,,False,,0,0,0,1175762,10,2024,api_football,Vanuatu,Brunei,160.0,997.01,,,
2024-03-26,Denmark,Faroe Islands,2.0,0.0,Friendlies,,,,False,,0,0,0,1155275,10,2024,api_football,Denmark,Faroe Islands,21.0,1616.75,125.0,1135.42,481.3299999999999
2024-03-26,Colombia,Romania,3.0,2.0,Friendlies,,,,False,,0,0,0,1155274,10,2024,api_football,Colombia,Romania,13.0,1701.3,49.0,1465.78,235.51999999999998
2024-03-26,Senegal,Benin,1.0,0.0,Friendlies,,,,False,,0,0,0,1182075,10,2024,api_football,Senegal,Benin,14.0,1684.86,92.0,1250.06,434.79999999999995
2024-03-26,Ivory Coast,Uruguay,2.0,1.0,Friendlies,,,,False,,0,0,0,1180735,10,2024,api_football,Cte d'Ivoire,Uruguay,37.0,1522.49,17.0,1672.62,-150.12999999999988
2024-03-26,England,Belgium,2.0,2.0,Friendlies,,,,False,,0,0,0,1155276,10,2024,api_football,England,Belgium,4.0,1834.12,9.0,1730.71,103.40999999999985
2024-03-26,Germany,Netherlands,2.0,1.0,Friendlies,,,,False,,0,0,0,1155277,10,2024,api_football,Germany,Netherlands,10.0,1724.15,7.0,1756.27,-32.11999999999989
2024-03-26,Austria,Turkey,6.0,1.0,Friendlies,,,,False,,0,0,0,1172362,10,2024,api_football,Austria,Trkiye,24.0,1585.51,25.0,1582.69,2.8199999999999363
2024-03-26,Rep. Of Ireland,Switzerland,0.0,1.0,Friendlies,,,,False,,0,0,0,1155279,10,2024,api_football,Rep. Of Ireland,Switzerland,,,18.0,1654.69,
2024-03-26,Slovenia,Portugal,2.0,0.0,Friendlies,,,,False,,0,0,0,1162059,10,2024,api_football,Slovenia,Portugal,57.0,1447.31,6.0,1760.38,-313.07000000000016
2024-03-26,Luxembourg,Kazakhstan,2.0,1.0,Friendlies,,,,False,,0,0,0,1187512,10,2024,api_football,Luxembourg,Kazakhstan,102.0,1218.91,114.0,1173.0,45.91000000000008
2024-03-26,Scotland,Northern Ireland,0.0,1.0,Friendlies,,,,False,,0,0,0,1155278,10,2024,api_football,Scotland,Northern Ireland,38.0,1506.77,69.0,1366.02,140.75
2024-03-26,France,Chile,3.0,2.0,Friendlies,,,,False,,0,0,0,1167795,10,2024,api_football,France,Chile,3.0,1870.0,55.0,1457.84,412.1600000000001
2024-03-26,Egypt,Croatia,2.0,4.0,Friendlies,,,,False,,0,0,0,1188621,10,2024,api_football,Egypt,Croatia,31.0,1556.72,11.0,1716.88,-160.16000000000008
2024-03-26,Mali,Nigeria,2.0,0.0,Friendlies,,,,False,,0,0,0,1183793,10,2024,api_football,Mali,Nigeria,54.0,1458.48,26.0,1581.56,-123.07999999999993
2024-03-26,New Zealand,Tunisia,0.0,0.0,Friendlies,,,,False,,0,0,0,1188620,10,2024,api_football,New Zealand,Tunisia,85.0,1279.25,47.0,1479.04,-199.78999999999996
2024-03-26,Spain,Brazil,3.0,3.0,Friendlies,,,,False,,0,0,0,1160561,10,2024,api_football,Spain,Brazil,1.0,1877.18,5.0,1760.46,116.72000000000003
2024-03-26,Algeria,South Africa,3.0,3.0,Friendlies,,,,False,,0,0,0,1170218,10,2024,api_football,Algeria,South Africa,28.0,1560.91,60.0,1432.76,128.1500000000001
2024-03-26,Algeria U20,Mauritania U20,3.0,1.0,Friendlies,,,,False,,0,0,0,1189619,10,2024,api_football,Algeria U20,Mauritania U20,,,,,
2024-03-26,Morocco U18,Georgia U18,2.0,2.0,Friendlies,,,,False,,0,0,0,1189605,10,2024,api_football,Morocco U18,Georgia U18,,,,,
2024-03-26,Morocco,Mauritania,0.0,0.0,Friendlies,,,,False,,0,0,0,1175044,10,2024,api_football,Morocco,Mauritania,8.0,1736.56,115.0,1171.35,565.21
2024-03-26,Burkina Faso,Niger,1.0,1.0,Friendlies,,,,False,,0,0,0,1182554,10,2024,api_football,Burkina Faso,Niger,62.0,1412.79,111.0,1185.09,227.70000000000005
2024-03-26,Togo,Libya,1.0,1.0,Friendlies,,,,False,,0,0,0,1183408,10,2024,api_football,Togo,Libya,124.0,1140.35,112.0,1183.06,-42.710000000000036
2024-03-26,Paraguay U23,Dominican Republic U23,1.0,2.0,Friendlies,,,,False,,0,0,0,1189620,10,2024,api_football,Paraguay U23,Dominican Republic U23,,,,,
2024-03-27,Nicaragua,Cuba,0.0,1.0,Friendlies,,,,False,,0,0,0,1178427,10,2024,api_football,Nicaragua,Cuba,131.0,1116.86,166.0,980.49,136.3699999999999
2024-03-27,Peru,Dominican Republic,4.0,1.0,Friendlies,,,,False,,0,0,0,1162614,10,2024,api_football,Peru,Dominican Republic,53.0,1461.46,142.0,1077.49,383.97
2024-03-27,El Salvador,Honduras,1.0,1.0,Friendlies,,,,False,,0,0,0,1172559,10,2024,api_football,El Salvador,Honduras,99.0,1226.65,65.0,1379.54,-152.88999999999987
2024-03-27,Argentina,Costa Rica,3.0,1.0,Friendlies,,,,False,,0,0,0,1176914,10,2024,api_football,Argentina,Costa Rica,2.0,1873.33,51.0,1464.24,409.0899999999999
2024-03-30,Japan U16,Czech Republic U16,2.0,0.0,Friendlies,,,,False,,0,0,0,1189622,10,2024,api_football,Japan U16,Czech Republic U16,,,,,
2024-05-03,St. Vincent / Grenadines,Dominica,1.0,3.0,Friendlies,,,,False,,0,0,0,1199296,10,2024,api_football,St. Vincent / Grenadines,Dominica,,,183.0,901.37,
2024-05-05,St. Vincent / Grenadines,Dominica,2.0,0.0,Friendlies,,,,False,,0,0,0,1199297,10,2024,api_football,St. Vincent / Grenadines,Dominica,,,183.0,901.37,
2024-05-13,Trinidad and Tobago,Guyana,2.0,1.0,Friendlies,,,,False,,0,0,0,1199884,10,2024,api_football,Trinidad and Tobago,Guyana,97.0,1227.32,151.0,1041.9,185.41999999999985
2024-05-15,Sudan,Tanzania,2.0,1.0,Friendlies,,,,False,,0,0,0,1200579,10,2024,api_football,Sudan,Tanzania,117.0,1157.22,110.0,1186.13,-28.910000000000082
2024-05-15,Trinidad and Tobago,Guyana,2.0,0.0,Friendlies,,,,False,,0,0,0,1199885,10,2024,api_football,Trinidad and Tobago,Guyana,97.0,1227.32,151.0,1041.9,185.41999999999985
2024-05-19,Sudan,Tanzania,0.0,1.0,Friendlies,,,,False,,0,0,0,1200583,10,2024,api_football,Sudan,Tanzania,117.0,1157.22,110.0,1186.13,-28.910000000000082
2024-05-26,Grenada,St. Vincent / Grenadines,0.0,3.0,Friendlies,,,,False,,0,0,0,1200253,10,2024,api_football,Grenada,St. Vincent / Grenadines,164.0,989.59,,,
2024-05-27,Guatemala,Nicaragua,1.0,1.0,Friendlies,,,,False,,0,0,0,1192210,10,2024,api_football,Guatemala,Nicaragua,94.0,1245.77,131.0,1116.86,128.91000000000008
2024-06-01,Lesotho,Namibia,1.0,1.0,Friendlies,,,,False,,0,0,0,1202461,10,2024,api_football,Lesotho,Namibia,143.0,1065.97,118.0,1153.22,-87.25
2024-06-01,Mexico,Bolivia,1.0,0.0,Friendlies,,,,False,,0,0,0,1184583,10,2024,api_football,Mexico,Bolivia,16.0,1675.75,77.0,1327.67,348.0799999999999
2024-06-01,Costa Rica,Uruguay,0.0,0.0,Friendlies,,,,False,,0,0,0,1199025,10,2024,api_football,Costa Rica,Uruguay,51.0,1464.24,17.0,1672.62,-208.37999999999988
2024-06-02,Indonesia,Tanzania,0.0,0.0,Friendlies,,,,False,,0,0,0,1200691,10,2024,api_football,Indonesia,Tanzania,122.0,1144.73,110.0,1186.13,-41.40000000000009
2024-06-03,Gibraltar,Scotland,0.0,2.0,Friendlies,,,,False,,0,0,0,1165956,10,2024,api_football,Gibraltar,Scotland,202.0,818.03,38.0,1506.77,-688.74
2024-06-03,Croatia,FYR Macedonia,3.0,0.0,Friendlies,,,,False,,0,0,0,1155280,10,2024,api_football,Croatia,FYR Macedonia,11.0,1716.88,,,
2024-06-03,Albania,Liechtenstein,3.0,0.0,Friendlies,,,,False,,0,0,0,1172562,10,2024,api_football,Albania,Liechtenstein,63.0,1401.07,205.0,799.8,601.27
2024-06-03,England,Bosnia & Herzegovina,3.0,0.0,Friendlies,,,,False,,0,0,0,1170219,10,2024,api_football,England,Bosnia & Herzegovina,4.0,1834.12,,,
2024-06-03,Germany,Ukraine,0.0,0.0,Friendlies,,,,False,,0,0,0,1186282,10,2024,api_football,Germany,Ukraine,10.0,1724.15,30.0,1557.47,166.68000000000006
2024-06-04,Slovenia,Armenia,2.0,1.0,Friendlies,,,,False,,0,0,0,1170220,10,2024,api_football,Slovenia,Armenia,57.0,1447.31,105.0,1196.08,251.23000000000002
2024-06-04,Switzerland,Estonia,4.0,0.0,Friendlies,,,,False,,0,0,0,1174682,10,2024,api_football,Switzerland,Estonia,18.0,1654.69,129.0,1123.11,531.5800000000002
2024-06-04,Romania,Bulgaria,0.0,0.0,Friendlies,,,,False,,0,0,0,1157594,10,2024,api_football,Romania,Bulgaria,49.0,1465.78,87.0,1272.19,193.58999999999992
2024-06-04,Portugal,Finland,4.0,2.0,Friendlies,,,,False,,0,0,0,1172363,10,2024,api_football,Portugal,Finland,6.0,1760.38,75.0,1341.81,418.57000000000016
2024-06-04,Austria,Serbia,2.0,1.0,Friendlies,,,,False,,0,0,0,1173868,10,2024,api_football,Austria,Serbia,24.0,1585.51,39.0,1506.34,79.17000000000007
2024-06-04,Rep. Of Ireland,Hungary,2.0,1.0,Friendlies,,,,False,,0,0,0,1172364,10,2024,api_football,Rep. Of Ireland,Hungary,,,41.0,1496.29,
2024-06-04,Italy,Turkey,0.0,0.0,Friendlies,,,,False,,0,0,0,1172560,10,2024,api_football,Italy,Trkiye,12.0,1702.06,25.0,1582.69,119.36999999999989
2024-06-05,Slovakia,San Marino,4.0,0.0,Friendlies,,,,False,,0,0,0,1175755,10,2024,api_football,Slovakia,San Marino,44.0,1485.65,210.0,726.03,759.6200000000001
2024-06-05,Denmark,Sweden,2.0,1.0,Friendlies,,,,False,,0,0,0,1171720,10,2024,api_football,Denmark,Sweden,21.0,1616.75,42.0,1487.13,129.6199999999999
2024-06-05,Norway,Kosovo,3.0,0.0,Friendlies,,,,False,,0,0,0,1171752,10,2024,api_football,Norway,Kosovo,32.0,1553.14,79.0,1308.84,244.30000000000018
2024-06-05,Belgium,Montenegro,2.0,0.0,Friendlies,,,,False,,0,0,0,1169677,10,2024,api_football,Belgium,Montenegro,9.0,1730.71,82.0,1297.09,433.6200000000001
2024-06-05,France,Luxembourg,3.0,0.0,Friendlies,,,,False,,0,0,0,1196834,10,2024,api_football,France,Luxembourg,3.0,1870.0,102.0,1218.91,651.0899999999999
2024-06-05,Spain,Andorra,5.0,0.0,Friendlies,,,,False,,0,0,0,1182372,10,2024,api_football,Spain,Andorra,1.0,1877.18,172.0,949.44,927.74
2024-06-06,Mexico,Uruguay,0.0,4.0,Friendlies,,,,False,,0,0,0,1155281,10,2024,api_football,Mexico,Uruguay,16.0,1675.75,17.0,1672.62,3.130000000000109
2024-06-06,Gibraltar,Wales,0.0,0.0,Friendlies,,,,False,,0,0,0,1197684,10,2024,api_football,Gibraltar,Wales,202.0,818.03,35.0,1529.71,-711.6800000000001
2024-06-06,Netherlands,Canada,4.0,0.0,Friendlies,,,,False,,0,0,0,1182784,10,2024,api_football,Netherlands,Canada,7.0,1756.27,29.0,1559.15,197.1199999999999
2024-06-07,Cambodia,Mongolia,2.0,0.0,Friendlies,,,,False,,0,0,0,1194765,10,2024,api_football,Cambodia,Mongolia,179.0,911.54,185.0,879.75,31.789999999999964
2024-06-07,Czech Republic,Malta,7.0,1.0,Friendlies,,,,False,,0,0,0,1192065,10,2024,api_football,Czech Republic,Malta,,,161.0,996.59,
2024-06-07,Armenia,Kazakhstan,2.0,1.0,Friendlies,,,,False,,0,0,0,1171754,10,2024,api_football,Armenia,Kazakhstan,105.0,1196.08,114.0,1173.0,23.079999999999927
